Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200731:2310,0.0,0.0,0.0,0.0,18.72,2.34,0.0
20200801:0010,0.0,0.0,0.0,0.0,17.64,2.21,0.0
20200801:0110,0.0,0.0,0.0,0.0,16.68,2.14,0.0
20200801:0210,0.0,0.0,0.0,0.0,15.84,2.14,0.0
20200801:0310,0.0,0.0,0.0,0.0,15.09,2.0,0.0
20200801:0410,0.0,12.41,0.47,3.41,14.61,1.86,0.0
20200801:0510,0.0,50.43,1.9,12.21,15.48,1.59,0.0
20200801:0610,132.2,82.58,9.02,21.44,19.33,1.52,0.0
20200801:0710,207.72,173.2,12.13,30.74,21.91,1.59,0.0
20200801:0810,464.79,157.48,17.49,39.68,24.44,1.72,0.0
20200801:0910,622.37,171.82,20.91,47.64,26.71,1.86,0.0
20200801:1010,683.66,206.63,22.76,53.66,28.6,1.59,0.0
20200801:1110,754.59,197.6,23.99,56.48,30.06,1.1,0.0
20200801:1210,680.55,225.2,23.05,55.25,31.14,1.31,0.0
20200801:1310,331.35,322.15,18.04,50.36,31.42,2.14,0.0
20200801:1410,78.84,288.8,11.66,43.05,30.69,3.31,0.0
20200801:1510,269.47,190.41,13.88,34.41,29.58,3.86,0.0
20200801:1610,69.18,165.05,8.17,25.19,28.08,3.24,0.0
20200801:1710,0.0,53.72,1.85,15.89,27.14,2.21,0.0
20200801:1810,0.0,6.98,0.26,6.88,26.36,1.79,0.0
20200801:1910,0.0,0.0,0.0,0.0,23.96,2.48,0.0
20200801:2010,0.0,0.0,0.0,0.0,23.19,1.79,0.0
20200801:2110,0.0,0.0,0.0,0.0,22.2,1.59,0.0
20200801:2210,0.0,0.0,0.0,0.0,20.97,1.45,0.0
20200801:2310,0.0,0.0,0.0,0.0,20.52,1.17,0.0
20200802:0010,0.0,0.0,0.0,0.0,19.37,1.38,0.0
20200802:0110,0.0,0.0,0.0,0.0,18.38,1.52,0.0
20200802:0210,0.0,0.0,0.0,0.0,17.9,1.45,0.0
20200802:0310,0.0,0.0,0.0,0.0,17.62,1.45,0.0
20200802:0410,0.0,1.55,0.06,3.22,17.44,1.66,0.0
20200802:0510,0.0,12.41,0.47,12.02,17.99,1.45,0.0
20200802:0610,0.0,31.55,1.08,21.26,20.25,1.66,0.0
20200802:0710,23.73,187.38,7.12,30.56,20.23,1.86,0.0
20200802:0810,0.0,134.73,4.63,39.49,20.0,1.79,0.0
20200802:0910,155.14,320.63,14.23,47.43,20.31,1.72,0.0
20200802:1010,0.0,203.81,7.0,53.42,21.19,1.31,0.0
20200802:1110,0.0,86.13,2.96,56.23,21.73,1.24,0.0
20200802:1210,0.0,72.48,2.49,55.0,21.73,1.93,0.0
20200802:1310,0.0,148.38,5.1,50.13,20.73,2.34,0.0
20200802:1410,0.0,146.67,5.04,42.83,20.63,2.76,0.0
20200802:1510,78.24,231.24,9.96,34.21,20.52,2.55,0.0
20200802:1610,11.61,146.46,5.45,24.99,20.63,2.41,0.0
20200802:1710,19.91,85.73,5.04,15.69,20.7,2.21,0.0
20200802:1810,0.0,11.64,0.44,6.67,20.31,1.86,0.0
20200802:1910,0.0,0.0,0.0,0.0,19.24,1.86,0.0
20200802:2010,0.0,0.0,0.0,0.0,18.53,1.79,0.0
20200802:2110,0.0,0.0,0.0,0.0,18.18,2.14,0.0
20200802:2210,0.0,0.0,0.0,0.0,17.6,2.55,0.0
20200802:2310,0.0,0.0,0.0,0.0,16.93,2.69,0.0
20200803:0010,0.0,0.0,0.0,0.0,16.48,2.69,0.0
20200803:0110,0.0,0.0,0.0,0.0,16.15,2.55,0.0
20200803:0210,0.0,0.0,0.0,0.0,15.65,2.48,0.0
20200803:0310,0.0,0.0,0.0,0.0,15.21,2.28,0.0
20200803:0410,0.0,1.55,0.06,3.02,14.56,2.14,0.0
20200803:0510,0.0,38.79,1.46,11.84,14.54,2.21,0.0
20200803:0610,0.64,89.54,3.1,21.07,14.82,2.21,0.0
20200803:0710,37.66,200.12,7.94,30.37,15.9,2.34,0.0
20200803:0810,220.52,263.29,14.21,39.3,17.08,2.48,0.0
20200803:0910,400.88,281.13,18.45,47.22,18.32,2.34,0.0
20200803:1010,23.36,296.81,10.66,53.19,19.34,2.28,0.0
20200803:1110,307.49,371.2,18.72,55.97,20.43,2.28,0.0
20200803:1210,0.0,148.38,5.1,54.74,21.11,2.41,0.0
20200803:1310,53.96,312.93,11.83,49.89,21.77,2.62,0.0
20200803:1410,14.17,237.18,8.46,42.61,21.82,3.1,0.0
20200803:1510,16.72,202.28,7.38,34.0,21.54,3.38,0.0
20200803:1610,80.23,161.58,8.41,24.79,21.12,3.31,0.0
20200803:1710,40.31,59.43,6.18,15.48,20.45,3.24,0.0
20200803:1810,0.0,30.26,1.14,6.45,19.68,2.9,0.0
20200803:1910,0.0,0.0,0.0,0.0,18.73,2.14,0.0
20200803:2010,0.0,0.0,0.0,0.0,17.5,1.93,0.0
20200803:2110,0.0,0.0,0.0,0.0,16.51,1.93,0.0
20200803:2210,0.0,0.0,0.0,0.0,15.84,2.21,0.0
20200803:2310,0.0,0.0,0.0,0.0,15.19,2.28,0.0
20200804:0010,0.0,0.0,0.0,0.0,14.53,2.14,0.0
20200804:0110,0.0,0.0,0.0,0.0,14.06,1.93,0.0
20200804:0210,0.0,0.0,0.0,0.0,13.89,2.0,0.0
20200804:0310,0.0,0.0,0.0,0.0,13.72,1.79,0.0
20200804:0410,0.0,5.43,0.21,2.82,13.28,1.59,0.0
20200804:0510,0.0,56.63,2.14,11.65,13.55,1.45,0.0
20200804:0610,36.36,134.96,6.27,20.89,15.33,1.79,0.0
20200804:0710,85.99,207.98,9.55,30.19,15.68,2.28,0.0
20200804:0810,395.63,199.48,16.64,39.1,16.98,2.76,0.0
20200804:0910,63.52,306.79,11.83,47.0,18.16,3.24,0.0
20200804:1010,1.17,221.85,7.64,52.94,19.3,3.52,0.0
20200804:1110,0.0,107.45,3.69,55.71,19.95,3.38,0.0
20200804:1210,21.26,298.21,10.66,54.48,20.6,3.1,0.0
20200804:1310,204.08,344.89,15.9,49.65,20.98,3.24,0.0
20200804:1410,0.0,161.17,5.54,42.38,20.74,3.38,0.0
20200804:1510,237.32,206.47,13.33,33.78,20.6,3.1,0.0
20200804:1610,156.07,128.17,10.02,24.58,20.47,2.9,0.0
20200804:1710,28.25,75.87,5.54,15.27,20.14,2.62,0.0
20200804:1810,0.0,30.26,1.14,6.23,19.55,1.86,0.0
20200804:1910,0.0,0.0,0.0,0.0,18.54,1.03,0.0
20200804:2010,0.0,0.0,0.0,0.0,18.1,0.83,0.0
20200804:2110,0.0,0.0,0.0,0.0,18.1,0.55,0.0
20200804:2210,0.0,0.0,0.0,0.0,17.53,0.69,0.0
20200804:2310,0.0,0.0,0.0,0.0,16.75,0.76,0.0
20200805:0010,0.0,0.0,0.0,0.0,16.35,0.48,0.0
20200805:0110,0.0,0.0,0.0,0.0,15.94,0.14,0.0
20200805:0210,0.0,0.0,0.0,0.0,15.51,0.41,0.0
20200805:0310,0.0,0.0,0.0,0.0,14.98,0.9,0.0
20200805:0410,0.0,6.98,0.26,2.62,12.77,1.31,0.0
20200805:0510,0.0,51.98,1.96,11.45,12.84,1.31,0.0
20200805:0610,127.78,85.39,8.67,20.7,16.32,1.17,0.0
20200805:0710,368.61,81.56,14.03,29.99,18.25,1.86,0.0
20200805:0810,478.81,152.36,17.4,38.9,20.1,2.34,0.0
20200805:0910,616.54,179.83,20.65,46.78,21.78,2.62,0.0
20200805:1010,572.47,265.96,21.44,52.7,22.98,2.76,0.0
20200805:1110,748.71,204.74,23.7,55.45,23.78,2.41,0.0
20200805:1210,832.62,143.9,24.22,54.22,24.59,2.21,0.0
20200805:1310,716.79,154.98,22.17,49.4,25.04,2.21,0.0
20200805:1410,586.54,136.61,19.3,42.15,25.54,2.14,0.0
20200805:1510,404.73,118.71,15.35,33.56,25.74,2.0,0.0
20200805:1610,191.91,103.76,10.49,24.36,25.66,1.66,0.0
20200805:1710,37.19,60.23,5.86,15.05,25.29,1.31,0.0
20200805:1810,0.0,28.7,1.08,6.01,23.97,0.83,0.0
20200805:1910,0.0,0.0,0.0,0.0,22.18,1.31,0.0
20200805:2010,0.0,0.0,0.0,0.0,21.3,1.24,0.0
20200805:2110,0.0,0.0,0.0,0.0,20.14,1.31,0.0
20200805:2210,0.0,0.0,0.0,0.0,19.68,1.24,0.0
20200805:2310,0.0,0.0,0.0,0.0,20.19,1.03,0.0
20200806:0010,0.0,0.0,0.0,0.0,19.54,0.76,0.0
20200806:0110,0.0,0.0,0.0,0.0,19.04,0.55,0.0
20200806:0210,0.0,0.0,0.0,0.0,18.59,0.41,0.0
20200806:0310,0.0,0.0,0.0,0.0,18.19,0.14,0.0
20200806:0410,0.0,0.0,0.0,0.0,17.74,0.34,0.0
20200806:0510,0.0,51.98,1.96,11.26,17.59,0.55,0.0
20200806:0610,130.35,83.89,8.67,20.51,18.38,0.14,0.0
20200806:0710,301.8,126.71,13.24,29.8,21.59,0.76,0.0
20200806:0810,495.39,147.09,17.6,38.69,23.53,0.62,0.0
20200806:0910,675.57,150.46,21.23,46.55,25.11,0.21,0.0
20200806:1010,771.33,167.58,23.4,52.45,26.3,1.03,0.0
20200806:1110,818.86,171.54,24.4,55.18,27.14,1.31,0.0
20200806:1210,875.41,123.28,24.63,53.95,27.81,1.45,0.0
20200806:1310,725.77,155.69,22.32,49.14,28.27,1.52,0.0
20200806:1410,583.89,142.36,19.3,41.91,28.55,1.59,0.0
20200806:1510,403.07,122.09,15.32,33.33,28.62,1.79,0.0
20200806:1610,198.05,101.37,10.57,24.14,28.38,2.07,0.0
20200806:1710,38.29,58.35,5.89,14.82,27.73,2.41,0.0
20200806:1810,0.0,27.15,1.03,5.78,26.18,2.21,0.0
20200806:1910,0.0,0.0,0.0,0.0,24.23,2.48,0.0
20200806:2010,0.0,0.0,0.0,0.0,22.32,2.48,0.0
20200806:2110,0.0,0.0,0.0,0.0,20.7,2.34,0.0
20200806:2210,0.0,0.0,0.0,0.0,19.21,2.21,0.0
20200806:2310,0.0,0.0,0.0,0.0,18.18,2.0,0.0
20200807:0010,0.0,0.0,0.0,0.0,18.11,1.72,0.0
20200807:0110,0.0,0.0,0.0,0.0,18.5,1.45,0.0
20200807:0210,0.0,0.0,0.0,0.0,18.0,1.38,0.0
20200807:0310,0.0,0.0,0.0,0.0,17.0,1.52,0.0
20200807:0410,0.0,0.0,0.0,0.0,16.11,1.59,0.0
20200807:0510,0.0,50.43,1.9,11.06,16.21,1.38,0.0
20200807:0610,130.99,82.46,8.58,20.32,19.13,1.1,0.0
20200807:0710,304.89,122.32,13.12,29.61,22.34,1.24,0.0
20200807:0810,491.72,147.4,17.43,38.48,24.46,1.66,0.0
20200807:0910,658.13,158.1,20.91,46.33,26.32,2.0,0.0
20200807:1010,752.16,176.43,23.08,52.19,27.7,2.0,0.0
20200807:1110,798.29,180.43,24.05,54.9,28.75,1.86,0.0
20200807:1210,822.92,152.48,24.02,53.67,29.58,1.79,0.0
20200807:1310,720.87,155.96,22.11,48.88,30.19,1.72,0.0
20200807:1410,579.04,142.62,19.1,41.67,30.49,1.59,0.0
20200807:1510,391.36,127.23,15.05,33.1,30.62,1.66,0.0
20200807:1610,191.47,103.43,10.34,23.91,30.44,1.72,0.0
20200807:1710,36.21,59.62,5.71,14.59,29.92,1.86,0.0
20200807:1810,0.0,26.38,1.0,5.54,28.35,1.72,0.0
20200807:1910,0.0,0.0,0.0,0.0,26.46,2.21,0.0
20200807:2010,0.0,0.0,0.0,0.0,24.5,2.28,0.0
20200807:2110,0.0,0.0,0.0,0.0,22.95,2.14,0.0
20200807:2210,0.0,0.0,0.0,0.0,21.81,2.0,0.0
20200807:2310,0.0,0.0,0.0,0.0,21.17,1.86,0.0
20200808:0010,0.0,0.0,0.0,0.0,20.84,1.72,0.0
20200808:0110,0.0,0.0,0.0,0.0,20.8,1.59,0.0
20200808:0210,0.0,0.0,0.0,0.0,20.96,1.45,0.0
20200808:0310,0.0,0.0,0.0,0.0,22.15,1.03,0.0
20200808:0410,0.0,0.0,0.0,0.0,22.52,0.62,0.0
20200808:0510,0.0,53.53,2.02,10.86,22.48,0.34,0.0
20200808:0610,110.74,93.42,8.0,20.12,23.89,0.21,0.0
20200808:0710,279.54,132.59,12.59,29.41,26.53,0.48,0.0
20200808:0810,462.02,157.18,16.84,38.28,28.59,0.97,0.0
20200808:0910,644.04,159.12,20.5,46.1,30.07,1.38,0.0
20200808:1010,736.44,178.53,22.67,51.94,30.87,1.17,0.0
20200808:1110,553.0,293.24,21.38,54.63,31.41,0.69,0.0
20200808:1210,550.2,283.64,21.12,53.39,32.26,0.41,0.0
20200808:1310,241.78,332.93,16.17,48.61,32.69,0.14,0.0
20200808:1410,408.85,224.12,17.05,41.42,32.88,0.21,0.0
20200808:1510,366.39,135.91,14.53,32.86,33.0,0.48,0.0
20200808:1610,180.78,105.41,9.96,23.68,32.69,0.76,0.0
20200808:1710,36.65,55.72,5.59,14.36,31.97,1.1,0.0
20200808:1810,0.0,24.82,0.94,5.3,30.13,1.66,0.0
20200808:1910,0.0,0.0,0.0,0.0,28.29,1.59,0.0
20200808:2010,0.0,0.0,0.0,0.0,26.5,1.52,0.0
20200808:2110,0.0,0.0,0.0,0.0,25.51,1.59,0.0
20200808:2210,0.0,0.0,0.0,0.0,24.4,1.72,0.0
20200808:2310,0.0,0.0,0.0,0.0,23.85,1.59,0.0
20200809:0010,0.0,0.0,0.0,0.0,23.19,1.59,0.0
20200809:0110,0.0,0.0,0.0,0.0,22.4,1.52,0.0
20200809:0210,0.0,0.0,0.0,0.0,21.75,1.52,0.0
20200809:0310,0.0,0.0,0.0,0.0,21.21,1.45,0.0
20200809:0410,0.0,0.0,0.0,0.0,20.89,1.38,0.0
20200809:0510,0.0,53.53,2.02,10.66,21.12,1.17,0.0
20200809:0610,98.96,100.71,7.67,19.93,23.21,0.76,0.0
20200809:0710,266.31,139.26,12.33,29.21,26.43,0.48,0.0
20200809:0810,450.56,162.37,16.61,38.06,28.31,0.55,0.0
20200809:0910,512.48,226.75,19.1,45.86,30.31,0.83,0.0
20200809:1010,645.09,224.93,21.67,51.68,31.75,1.03,0.0
20200809:1110,527.54,302.04,21.0,54.34,32.45,1.24,0.0
20200809:1210,384.91,338.1,19.07,53.11,33.24,1.24,0.0
20200809:1310,100.23,323.74,13.03,48.34,32.79,1.24,0.0
20200809:1410,406.49,222.35,16.87,41.16,31.08,2.69,0.0
20200809:1510,68.23,223.02,9.31,32.62,28.32,2.97,0.0
20200809:1610,24.39,148.42,5.92,23.44,28.4,1.86,0.0
20200809:1710,0.96,68.84,2.46,14.12,28.65,1.79,0.0
20200809:1810,0.0,22.5,0.85,5.06,27.84,2.14,0.0
20200809:1910,0.0,0.0,0.0,0.0,26.46,2.07,0.0
20200809:2010,0.0,0.0,0.0,0.0,25.58,2.34,0.0
20200809:2110,0.0,0.0,0.0,0.0,25.12,2.69,0.0
20200809:2210,0.0,0.0,0.0,0.0,24.82,3.03,0.0
20200809:2310,0.0,0.0,0.0,0.0,24.44,2.69,0.0
20200810:0010,0.0,0.0,0.0,0.0,24.05,2.34,0.0
20200810:0110,0.0,0.0,0.0,0.0,23.58,2.28,0.0
20200810:0210,0.0,0.0,0.0,0.0,23.08,2.28,0.0
20200810:0310,0.0,0.0,0.0,0.0,22.43,1.86,0.0
20200810:0410,0.0,0.0,0.0,0.0,21.81,1.93,0.0
20200810:0510,0.0,45.77,1.73,10.46,21.68,1.93,0.0
20200810:0610,0.0,55.43,1.9,19.73,22.57,2.28,0.0
20200810:0710,0.0,43.49,1.49,29.01,20.62,1.52,0.0
20200810:0810,0.0,47.75,1.64,37.85,20.81,1.52,0.0
20200810:0910,0.0,107.45,3.69,45.63,20.83,1.86,0.0
20200810:1010,0.0,127.06,4.36,51.41,21.13,2.07,0.0
20200810:1110,0.0,81.86,2.81,54.06,21.33,2.41,0.0
20200810:1210,0.0,127.91,4.39,52.82,21.81,2.62,0.0
20200810:1310,0.0,89.54,3.08,48.07,22.02,2.83,0.0
20200810:1410,4.52,197.51,6.88,40.9,21.63,3.03,0.0
20200810:1510,359.66,132.41,14.09,32.37,21.4,3.1,0.0
20200810:1610,145.03,120.58,9.08,23.19,21.95,3.24,0.0
20200810:1710,3.85,76.53,3.02,13.88,22.23,2.83,0.0
20200810:1810,0.0,8.53,0.32,4.81,22.44,2.55,0.0
20200810:1910,0.0,0.0,0.0,0.0,22.34,2.76,0.0
20200810:2010,0.0,0.0,0.0,0.0,21.52,2.62,0.0
20200810:2110,0.0,0.0,0.0,0.0,20.9,2.55,0.0
20200810:2210,0.0,0.0,0.0,0.0,20.61,2.69,0.0
20200810:2310,0.0,0.0,0.0,0.0,20.48,2.97,0.0
20200811:0010,0.0,0.0,0.0,0.0,20.56,3.03,0.0
20200811:0110,0.0,0.0,0.0,0.0,20.24,2.76,0.0
20200811:0210,0.0,0.0,0.0,0.0,19.83,2.48,0.0
20200811:0310,0.0,0.0,0.0,0.0,19.34,2.07,0.0
20200811:0410,0.0,0.0,0.0,0.0,19.0,1.93,0.0
20200811:0510,0.0,26.38,1.0,10.26,18.9,1.79,0.0
20200811:0610,32.1,123.71,5.56,19.53,20.67,1.93,0.0
20200811:0710,103.12,195.16,9.4,28.81,20.77,1.93,0.0
20200811:0810,485.86,143.65,16.81,37.63,22.66,2.48,0.0
20200811:0910,290.02,301.81,16.17,45.39,24.13,2.97,0.0
20200811:1010,551.93,267.46,20.56,51.14,25.98,3.38,0.0
20200811:1110,473.57,319.6,20.21,53.77,27.73,3.79,0.0
20200811:1210,502.87,299.97,20.33,52.52,28.65,3.93,0.0
20200811:1310,0.0,109.15,3.75,47.79,29.4,3.86,0.0
20200811:1410,4.54,198.37,6.91,40.64,29.67,3.52,0.0
20200811:1510,249.55,188.07,12.71,32.12,29.77,3.17,0.0
20200811:1610,169.29,108.84,9.49,22.95,29.1,3.45,0.0
20200811:1710,31.84,56.77,5.13,13.63,27.93,2.9,0.0
20200811:1810,0.0,20.95,0.79,4.55,26.55,2.28,0.0
20200811:1910,0.0,0.0,0.0,0.0,25.57,2.55,0.0
20200811:2010,0.0,0.0,0.0,0.0,24.15,2.07,0.0
20200811:2110,0.0,0.0,0.0,0.0,22.86,1.93,0.0
20200811:2210,0.0,0.0,0.0,0.0,21.77,1.93,0.0
20200811:2310,0.0,0.0,0.0,0.0,20.59,2.07,0.0
20200812:0010,0.0,0.0,0.0,0.0,19.78,2.21,0.0
20200812:0110,0.0,0.0,0.0,0.0,19.25,2.21,0.0
20200812:0210,0.0,0.0,0.0,0.0,18.71,2.21,0.0
20200812:0310,0.0,0.0,0.0,0.0,18.25,2.21,0.0
20200812:0410,0.0,0.0,0.0,0.0,17.81,2.14,0.0
20200812:0510,0.0,51.2,1.93,10.05,17.99,2.0,0.0
20200812:0610,104.5,95.52,7.56,19.33,20.62,2.0,0.0
20200812:0710,271.63,135.92,12.16,28.6,22.91,2.83,0.0
20200812:0810,452.23,162.85,16.4,37.42,24.89,3.17,0.0
20200812:0910,504.04,230.95,18.77,45.15,26.76,3.72,0.0
20200812:1010,750.41,170.68,22.41,50.87,28.18,4.62,0.0
20200812:1110,751.14,199.19,22.96,53.47,29.05,4.48,0.0
20200812:1210,746.2,188.77,22.67,52.23,29.57,4.0,0.0
20200812:1310,601.79,212.19,20.33,47.5,29.53,3.72,0.0
20200812:1410,207.69,279.64,13.88,40.37,29.89,3.59,0.0
20200812:1510,1.04,145.06,5.01,31.86,29.75,3.38,0.0
20200812:1610,34.96,147.71,6.21,22.69,28.89,3.1,0.0
20200812:1710,11.29,77.62,3.81,13.37,27.96,2.14,0.0
20200812:1810,0.0,18.62,0.7,4.29,26.52,1.31,0.0
20200812:1910,0.0,0.0,0.0,0.0,25.29,2.14,0.0
20200812:2010,0.0,0.0,0.0,0.0,24.43,2.41,0.0
20200812:2110,0.0,0.0,0.0,0.0,23.62,2.34,0.0
20200812:2210,0.0,0.0,0.0,0.0,22.71,2.28,0.0
20200812:2310,0.0,0.0,0.0,0.0,22.01,2.21,0.0
20200813:0010,0.0,0.0,0.0,0.0,21.22,1.93,0.0
20200813:0110,0.0,0.0,0.0,0.0,20.45,1.93,0.0
20200813:0210,0.0,0.0,0.0,0.0,19.89,1.93,0.0
20200813:0310,0.0,0.0,0.0,0.0,19.3,1.86,0.0
20200813:0410,0.0,0.0,0.0,0.0,18.71,1.72,0.0
20200813:0510,0.0,22.5,0.85,9.85,18.94,1.38,0.0
20200813:0610,0.0,40.08,1.38,19.13,21.57,1.31,0.0
20200813:0710,0.0,69.92,2.4,28.39,22.81,2.41,0.0
20200813:0810,0.0,52.02,1.79,37.19,24.36,2.41,0.0
20200813:0910,0.0,68.22,2.34,44.9,25.78,2.76,0.0
20200813:1010,0.0,83.57,2.87,50.6,26.57,2.83,0.0
20200813:1110,38.29,307.19,11.25,53.17,27.57,2.55,0.0
20200813:1210,83.58,332.46,12.92,51.92,26.38,2.07,0.0
20200813:1310,38.48,284.07,10.49,47.21,27.07,1.66,0.0
20200813:1410,44.75,254.07,9.64,40.09,26.7,1.59,0.0
20200813:1510,57.46,211.52,8.61,31.59,25.42,1.1,0.0
20200813:1610,113.29,131.84,8.23,22.43,25.39,0.9,0.0
20200813:1710,17.46,70.04,4.16,13.11,25.3,0.69,0.0
20200813:1810,0.0,13.96,0.53,4.03,24.7,0.76,0.0
20200813:1910,0.0,0.0,0.0,0.0,23.04,1.45,0.0
20200813:2010,0.0,0.0,0.0,0.0,21.97,1.24,0.0
20200813:2110,0.0,0.0,0.0,0.0,20.94,1.17,0.0
20200813:2210,0.0,0.0,0.0,0.0,21.78,0.62,0.0
20200813:2310,0.0,0.0,0.0,0.0,21.3,0.28,0.0
20200814:0010,0.0,0.0,0.0,0.0,19.55,1.1,0.0
20200814:0110,0.0,0.0,0.0,0.0,18.93,1.31,0.0
20200814:0210,0.0,0.0,0.0,0.0,19.03,1.17,0.0
20200814:0310,0.0,0.0,0.0,0.0,19.02,1.1,0.0
20200814:0410,0.0,0.0,0.0,0.0,18.91,1.17,0.0
20200814:0510,0.0,7.76,0.29,9.64,19.03,0.97,0.0
20200814:0610,0.0,26.44,0.91,18.92,20.5,1.17,0.0
20200814:0710,27.91,176.39,6.77,28.18,21.03,1.24,0.0
20200814:0810,289.25,226.66,14.15,36.97,20.94,2.34,0.0
20200814:0910,0.0,167.99,5.77,44.65,21.39,3.24,0.0
20200814:1010,1.23,210.77,7.26,50.32,21.56,2.69,0.0
20200814:1110,6.21,245.56,8.55,52.87,22.18,2.21,0.0
20200814:1210,32.11,295.89,10.75,51.61,22.81,2.48,0.0
20200814:1310,1.21,194.56,6.71,46.91,23.16,2.69,0.0
20200814:1410,3.46,184.59,6.41,39.81,23.2,3.03,0.0
20200814:1510,19.98,186.67,6.88,31.33,23.19,2.41,0.0
20200814:1610,37.23,143.75,6.12,22.17,22.81,1.72,0.0
20200814:1710,29.15,53.4,4.72,12.85,21.48,1.52,0.0
20200814:1810,0.0,14.74,0.56,3.76,20.79,1.52,0.0
20200814:1910,0.0,0.0,0.0,0.0,20.06,1.38,0.0
20200814:2010,0.0,0.0,0.0,0.0,19.46,0.69,0.0
20200814:2110,0.0,0.0,0.0,0.0,19.6,0.21,0.0
20200814:2210,0.0,0.0,0.0,0.0,18.64,1.03,0.0
20200814:2310,0.0,0.0,0.0,0.0,18.54,1.38,0.0
20200815:0010,0.0,0.0,0.0,0.0,18.28,1.1,0.0
20200815:0110,0.0,0.0,0.0,0.0,17.95,1.17,0.0
20200815:0210,0.0,0.0,0.0,0.0,17.79,1.24,0.0
20200815:0310,0.0,0.0,0.0,0.0,17.68,1.38,0.0
20200815:0410,0.0,0.0,0.0,0.0,17.59,1.31,0.0
20200815:0510,0.0,39.56,1.49,9.43,17.55,1.1,0.0
20200815:0610,28.57,116.32,5.1,18.72,18.41,0.69,0.0
20200815:0710,0.0,63.96,2.2,27.97,19.12,1.17,0.0
20200815:0810,0.0,94.65,3.25,36.74,20.29,1.1,0.0
20200815:0910,2.4,199.83,6.91,44.4,21.4,1.1,0.0
20200815:1010,162.96,341.27,14.62,50.04,22.31,1.03,0.0
20200815:1110,67.34,327.09,12.42,52.56,22.93,0.97,0.0
20200815:1210,3.72,234.13,8.11,51.3,23.44,1.03,0.0
20200815:1310,0.0,133.03,4.57,46.61,24.1,1.17,0.0
20200815:1410,0.0,46.05,1.58,39.53,24.38,1.17,0.0
20200815:1510,0.0,38.37,1.32,31.05,24.36,1.17,0.0
20200815:1610,0.0,82.72,2.84,21.9,24.25,1.45,0.0
20200815:1710,0.0,19.61,0.67,12.58,24.07,1.38,0.0
20200815:1810,0.0,1.55,0.06,3.49,23.25,0.97,0.0
20200815:1910,0.0,0.0,0.0,0.0,21.51,1.03,0.0
20200815:2010,0.0,0.0,0.0,0.0,20.5,0.97,0.0
20200815:2110,0.0,0.0,0.0,0.0,19.48,1.24,0.0
20200815:2210,0.0,0.0,0.0,0.0,19.31,1.1,0.0
20200815:2310,0.0,0.0,0.0,0.0,19.21,1.03,0.0
20200816:0010,0.0,0.0,0.0,0.0,18.62,1.1,0.0
20200816:0110,0.0,0.0,0.0,0.0,18.11,1.17,0.0
20200816:0210,0.0,0.0,0.0,0.0,17.32,1.38,0.0
20200816:0310,0.0,0.0,0.0,0.0,16.66,1.52,0.0
20200816:0410,0.0,0.0,0.0,0.0,16.19,1.59,0.0
20200816:0510,0.0,45.77,1.73,9.22,16.42,1.45,0.0
20200816:0610,76.46,105.97,6.56,18.51,19.22,1.24,0.0
20200816:0710,283.96,126.45,11.89,27.76,20.82,2.21,0.0
20200816:0810,150.55,255.53,11.86,36.52,22.39,2.34,0.0
20200816:0910,601.03,181.22,19.3,44.15,23.81,2.83,0.0
20200816:1010,641.55,225.23,20.97,49.75,24.89,2.97,0.0
20200816:1110,441.14,324.78,19.36,52.25,25.77,2.83,0.0
20200816:1210,437.76,316.56,19.1,50.99,26.51,2.97,0.0
20200816:1310,388.33,291.77,17.54,46.31,26.78,3.17,0.0
20200816:1410,109.75,272.67,11.51,39.24,26.73,3.1,0.0
20200816:1510,1.07,139.1,4.8,30.77,26.94,3.03,0.0
20200816:1610,0.0,39.23,1.35,21.63,26.58,2.9,0.0
20200816:1710,0.0,24.73,0.85,12.31,25.96,2.0,0.0
20200816:1810,0.0,1.55,0.06,3.21,24.84,1.86,0.0
20200816:1910,0.0,0.0,0.0,0.0,23.37,2.21,0.0
20200816:2010,0.0,0.0,0.0,0.0,22.24,2.21,0.0
20200816:2110,0.0,0.0,0.0,0.0,21.82,2.28,0.0
20200816:2210,0.0,0.0,0.0,0.0,20.91,2.21,0.0
20200816:2310,0.0,0.0,0.0,0.0,20.37,2.0,0.0
20200817:0010,0.0,0.0,0.0,0.0,19.41,1.72,0.0
20200817:0110,0.0,0.0,0.0,0.0,18.66,1.52,0.0
20200817:0210,0.0,0.0,0.0,0.0,18.8,1.17,0.0
20200817:0310,0.0,0.0,0.0,0.0,19.91,0.41,0.0
20200817:0410,0.0,0.0,0.0,0.0,19.43,0.62,0.0
20200817:0510,0.0,6.98,0.26,9.0,19.18,0.62,0.0
20200817:0610,0.0,69.07,2.37,18.3,19.55,0.55,0.0
20200817:0710,0.0,44.34,1.52,27.54,21.33,0.41,0.0
20200817:0810,0.0,88.69,3.05,36.29,22.31,0.9,0.0
20200817:0910,52.2,278.87,10.54,43.89,22.4,1.66,0.0
20200817:1010,481.5,289.95,19.21,49.47,23.36,1.59,0.0
